순번,학기,대학(원),학과(부),학년,이수구분,이수영역,학수번호,교과목명,교과목명(영문),담당교수,소속,강의실,시간표(교시),시간표(시간),교시유형,학점,시수,이론,실습,정원,수강,수강(남),수강(여),재수강,수업구분,수업유형,집중이수제,성적평가,원어강의,원어강의구분,원어강사료지급,캡스톤디자인,수강대상,수업방법,비고
481,2026년 1학기,글로벌정경대학,Global Trade & Service학부,4,전공심화,전공심화,0010880002,글로벌비즈니스캡스톤디자인1,Global Business Capstone Design 1,이종화,Global Trade & Service학부,"제29호관 생명과학기술대학-203 강의실(무역학부)[29-203], 가상건물-200 온라인강의실[ZZ-200]", [29-203:월(7-8A)(8B-9)] [ZZ-200:금(4-5A)(5B-6)], [29-203:월(15:00~16:15)(16:30~17:45)] [ZZ-200:금(12:00~13:15)(13:30~14:45)],75분,3,3,3,0,20,13,3,10,0,일반과목,온라인혼합형강좌,집중A(1~8주),절대평가,Y,원어강의(EN),지급,예,,온라인(화상)+오프라인,[온라인혼합형강좌][집중A(1~8주)]
482,2026년 1학기,글로벌정경대학,Global Trade & Service학부,4,전공심화,전공심화,0010882001,인공지능기반의사결정,AI Driven Decision Making,김경원,Global Trade & Service학부,제29호관 생명과학기술대학-203 강의실(무역학부)[29-203]," [29-203:목(1-2A),금(2B-3)]"," [29-203:목(09:00~10:15),금(10:30~11:45)]",75분,3,3,3,0,30,8,5,3,0,일반과목,강의(이론),일반(1~15주),절대평가,N,비대상,미지급,아니오,,,
483,2026년 1학기,글로벌정경대학,Global Trade & Service학부,4,전공심화,전공심화,0010883001,글로벌한류와엔터테인먼트경영전략,Global Hallyu Korean Wave and   Business Strategy for Entertainment,박영은,Global Trade & Service학부,제19호관 융합자유전공대학·국제교류관-108 강의실[19-108], [19-108:월(1-2A)(2B-3)(4-5A)(5B-6)], [19-108:월(09:00~10:15)(10:30~11:45)(12:00~13:15)(13:30~14:45)],75분,3,3,3,0,40,35,14,21,0,일반과목,온라인혼합형강좌(HUSS),집중A(1~8주),절대평가,N,비대상,미지급,아니오,,온라인(동영상)+오프라인,[온라인혼합형강좌(HUSS)][집중A(1~8주)]
484,2026년 1학기,글로벌정경대학,Global Trade & Service학부,4,전공심화,전공심화,0011437001,디지털무역론,Understand of Digital Trade ,고보민,Global Trade & Service학부,"제14호관 동북아경제·경영-105 강의실[14-105], 제14호관 동북아경제·경영-115 LAB실(강의실)[14-115]", [14-105:목(2B-3)] [14-115:수(2B-3)], [14-105:목(10:30~11:45)] [14-115:수(10:30~11:45)],75분,3,3,3,0,40,23,12,11,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
485,2026년 1학기,글로벌정경대학,Global Trade & Service학부,4,전공심화,전공심화,0011890001,바이오비즈니스론,Introduction to Bio Business,이루리,Global Trade & Service학부,제29호관 생명과학기술대학-203 강의실(무역학부)[29-203], [29-203:목(야1)(야2)(야3)], [29-203:목(18:00~18:50)(18:55~19:45)(19:50~20:40)],50분(표준),3,3,3,0,32,32,14,18,0,일반과목,강의(이론),일반(1~15주),이수인정,N,비대상,미지급,아니오,,,
486,2026년 1학기,글로벌정경대학,Global Trade & Service학부,4,전공심화,전공심화,KBB6012001,관세론,STUDY OF TARIFFS,김필준,Global Trade & Service학부,제29호관 생명과학기술대학-403 강의실(경제학과)[29-403], [29-403:수(7-8A)(8B-9)], [29-403:수(15:00~16:15)(16:30~17:45)],75분,3,3,3,0,45,39,22,17,1,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
487,2026년 1학기,글로벌정경대학,무역학부(야),2,전공핵심,전공핵심,0001250003,e-biz개론,Introduction to e-business,황낙건,Global Trade & Service학부,제14호관 동북아경제·경영-115 LAB실(강의실)[14-115], [14-115:월(야1)(야2)(야3)], [14-115:월(18:00~18:50)(18:55~19:45)(19:50~20:40)],50분(표준),3,3,3,0,40,25,14,11,1,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
488,2026년 1학기,글로벌정경대학,무역학부(야),3,전공심화,전공심화,0001265001,기업물류및SCM,Business Logistics & Supply Chain Management,안영효,Global Trade & Service학부,제14호관 동북아경제·경영-115 LAB실(강의실)[14-115], [14-115:화(야1)(야2)(야3)], [14-115:화(18:00~18:50)(18:55~19:45)(19:50~20:40)],50분(표준),3,3,3,0,35,33,11,22,0,일반과목,강의(이론),일반(1~15주),절대평가,Y,원어강의(EN),지급,아니오,,,
489,2026년 1학기,글로벌정경대학,무역학부(야),4,전공심화,전공심화,0004198001,유통관리론,Retail Management,김순홍,Global Trade & Service학부,제14호관 동북아경제·경영-309 컴퓨터실 [14-309], [14-309:월(야1)(야2)(야3)], [14-309:월(18:00~18:50)(18:55~19:45)(19:50~20:40)],50분(표준),3,3,3,0,30,19,4,15,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
490,2026년 1학기,글로벌정경대학,무역학부(야),4,전공심화,전공심화,KBB6012002,관세론,STUDY OF TARIFFS,김필준,Global Trade & Service학부,제29호관 생명과학기술대학-403 강의실(경제학과)[29-403], [29-403:수(야1)(야2)(야3)], [29-403:수(18:00~18:50)(18:55~19:45)(19:50~20:40)],50분(표준),3,3,3,0,35,9,3,6,1,일반과목,강의(이론),일반(1~15주),절대평가,N,비대상,미지급,아니오,,,
491,2026년 1학기,글로벌정경대학,소비자학과,1,전공핵심,전공핵심,0007943001,소비자의사결정,Consumer Decision-Making,김종흠,소비자학과,제5호관 자연과학대학·생명과학기술대학-524 강의실(중)[05-524]," [05-524:월(5B-6),수(2B-3)]"," [05-524:월(13:30~14:45),수(10:30~11:45)]",75분,3,3,3,0,65,63,19,44,10,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
492,2026년 1학기,글로벌정경대학,소비자학과,1,전공핵심,전공핵심,BL06003001,소비자와시장,CONSUMER AND THE MARKET,박지우,소비자학과,제5호관 자연과학대학·생명과학기술대학-524 강의실(중)[05-524], [05-524:금(2)(3)(4)], [05-524:금(10:00~10:50)(11:00~11:50)(12:00~12:50)],50분(표준),3,3,3,0,50,47,19,28,3,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
493,2026년 1학기,글로벌정경대학,소비자학과,1,전공심화,전공심화,0007945001,고객서비스,CUSTOMER SERVICE,이명현,소비자학과,제5호관 자연과학대학·생명과학기술대학-524 강의실(중)[05-524], [05-524:월(7)(8)(9)], [05-524:월(15:00~15:50)(16:00~16:50)(17:00~17:50)],50분(표준),3,3,3,0,45,44,15,29,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
494,2026년 1학기,글로벌정경대학,소비자학과,2,전공핵심,전공핵심,0009415001,소비자정량조사,Consumer Quantitative Research,최한솔,소비자학과,"제5호관 자연과학대학·생명과학기술대학-418 소비자정보분석실[05-418], 제5호관 자연과학대학·생명과학기술대학-524 강의실(중)[05-524]", [05-418:수(9)] [05-524:(7)(8)], [05-418:수(17:00~17:50)] [05-524:(15:00~15:50)(16:00~16:50)],50분(표준),3,3,3,0,55,55,18,37,1,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
495,2026년 1학기,글로벌정경대학,소비자학과,2,전공핵심,전공핵심,BLC6042001,소비자법과정책,CONSUMER LAW AND POLICY,이영애,소비자학과,제5호관 자연과학대학·생명과학기술대학-524 강의실(중)[05-524]," [05-524:화(8B-9),목(1-2A)]"," [05-524:화(16:30~17:45),목(09:00~10:15)]",75분,3,3,3,0,40,25,11,14,1,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
496,2026년 1학기,글로벌정경대학,소비자학과,2,전공핵심,전공핵심,BLC6045001,가계재무설계,FINANCIAL  PLANNING FOR CONSUMERS,성영애,소비자학과,제5호관 자연과학대학·생명과학기술대학-425 소비자모의토론실습실[05-425]," [05-425:월(2B-3),목(2B-3)]"," [05-425:월(10:30~11:45),목(10:30~11:45)]",75분,3,3,3,0,50,52,21,31,1,일반과목,온라인혼합형강좌,일반(1~15주),상대평가,N,비대상,미지급,아니오,,온라인(동영상)+오프라인,[온라인혼합형강좌]
497,2026년 1학기,글로벌정경대학,소비자학과,2,전공심화,전공심화,0009411001,금융교육론,Financial Education ,조혜진,소비자학과,제5호관 자연과학대학·생명과학기술대학-424 소비자행동분석실[05-424]," [05-424:월(4-5A),목(4-5A)]"," [05-424:월(12:00~13:15),목(12:00~13:15)]",75분,3,3,3,0,30,21,11,10,0,일반과목,온라인혼합형강좌,일반(1~15주),상대평가,N,비대상,미지급,아니오,,온라인(동영상)+오프라인,[온라인혼합형강좌]
498,2026년 1학기,글로벌정경대학,소비자학과,2,전공심화,전공심화,0009413001,지속가능소비론,Sustainable Consumption,이영애,소비자학과,제5호관 자연과학대학·생명과학기술대학-425 소비자모의토론실습실[05-425]," [05-425:화(3)(4),목(6)]"," [05-425:화(11:00~11:50)(12:00~12:50),목(14:00~14:50)]",50분(표준),3,3,3,0,40,29,13,16,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
499,2026년 1학기,글로벌정경대학,소비자학과,2,전공심화,전공심화,BLC6063001,소비문화와트렌드분석,CONSUMPTION CULTURE AND TREND ANALYSIS,김종흠,소비자학과,제5호관 자연과학대학·생명과학기술대학-524 강의실(중)[05-524]," [05-524:화(5B-6),수(5B-6)]"," [05-524:화(13:30~14:45),수(13:30~14:45)]",75분,3,3,3,0,41,40,17,23,1,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
500,2026년 1학기,글로벌정경대학,소비자학과,3,전공핵심,전공핵심,0009416001,행동재무학,Behavioral Finance,조혜진,소비자학과,제5호관 자연과학대학·생명과학기술대학-425 소비자모의토론실습실[05-425]," [05-425:수(4-5A),목(7-8A)]"," [05-425:수(12:00~13:15),목(15:00~16:15)]",75분,3,3,3,0,57,56,24,32,0,일반과목,온라인혼합형강좌,일반(1~15주),상대평가,N,비대상,미지급,아니오,,온라인(동영상)+오프라인,[온라인혼합형강좌]
501,2026년 1학기,글로벌정경대학,소비자학과,3,전공심화,전공심화,0006727001,상품개발론,Product Planning,김하빈,소비자학과,제5호관 자연과학대학·생명과학기술대학-525 강의실(소)-6[05-525], [05-525:금(6)(7)(8)], [05-525:금(14:00~14:50)(15:00~15:50)(16:00~16:50)],50분(표준),3,3,3,0,40,12,6,6,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
502,2026년 1학기,글로벌정경대학,소비자학과,3,전공심화,전공심화,0009417001,매장관리,Store management,박양희,소비자학과,제5호관 자연과학대학·생명과학기술대학-525 강의실(소)-6[05-525], [05-525:금(2)(3)(4)], [05-525:금(10:00~10:50)(11:00~11:50)(12:00~12:50)],50분(표준),3,3,3,0,35,25,8,17,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
503,2026년 1학기,글로벌정경대학,소비자학과,3,전공심화,전공심화,0009420001,신용관리론,Consumer Credit Management,곽민주,소비자학과,제5호관 자연과학대학·생명과학기술대학-525 강의실(소)-6[05-525], [05-525:화(6)(7)(8)], [05-525:화(14:00~14:50)(15:00~15:50)(16:00~16:50)],50분(표준),3,3,3,0,42,41,17,24,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
504,2026년 1학기,글로벌정경대학,소비자학과,3,전공심화,전공심화,BLC6061001,가계재무상담,FINANCIAL COUNSELING FOR CONSUMERS,곽민주,소비자학과,제5호관 자연과학대학·생명과학기술대학-524 강의실(중)[05-524], [05-524:화(2)(3)(4)], [05-524:화(10:00~10:50)(11:00~11:50)(12:00~12:50)],50분(표준),3,3,3,0,63,63,24,39,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
505,2026년 1학기,글로벌정경대학,소비자학과,4,전공심화,전공심화,0009422001,금융소비자행동분석,Analysis of Financial Consumer Behavior,조혜진,소비자학과,제5호관 자연과학대학·생명과학기술대학-424 소비자행동분석실[05-424]," [05-424:월(7-8A)(8B-9),수(7-8A)(8B-9)]"," [05-424:월(15:00~16:15)(16:30~17:45),수(15:00~16:15)(16:30~17:45)]",75분,3,3,3,0,9,8,5,3,0,일반과목,강의(이론),집중A(1~8주),절대평가,N,비대상,미지급,아니오,,,[집중A(1~8주)]
506,2026년 1학기,글로벌정경대학,소비자학과,4,전공심화,전공심화,0009423001,서비스측정및평가,Service Measurement and Assessment,이영애,소비자학과,제5호관 자연과학대학·생명과학기술대학-425 소비자모의토론실습실[05-425]," [05-425:화(7-8A),수(2B-3)]"," [05-425:화(15:00~16:15),수(10:30~11:45)]",75분,3,3,3,0,40,32,12,20,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
507,2026년 1학기,글로벌정경대학,소비자학과,4,전공심화,전공심화,0009425001,소비자안전,Consumer Safety,이영애,소비자학과,제5호관 자연과학대학·생명과학기술대학-425 소비자모의토론실습실[05-425]," [05-425:화(5B-6),수(1-2A)]"," [05-425:화(13:30~14:45),수(09:00~10:15)]",75분,3,3,3,0,40,17,8,9,0,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
508,2026년 1학기,공과대학,기계공학과,전학년,전공심화,전공심화,0006154005,현장교육.실습(Ⅴ-1),INTERNSHIP(Ⅴ-1),김상문,기계공학과,가상건물-102 현장실습(40시수이상)[ZZ-102]," [ZZ-102:월(1)(2)(3)(4)(5)(6)(7)(8)(9),화(1)(2)(3)(4)(5)(6)(7)(8)(9),수(1)(2)(3)(4)(5)(6)(7)(8)(9),목(1)(2)(3)(4)(5)(6)(7)(8)(9),금(1)(2)(3)(4)(5)(6)(7)(8)(9)]"," [ZZ-102:월(09:00~09:50)(10:00~10:50)(11:00~11:50)(12:00~12:50)(13:00~13:50)(14:00~14:50)(15:00~15:50)(16:00~16:50)(17:00~17:50),화(09:00~09:50)(10:00~10:50)(11:00~11:50)(12:00~12:50)(13:00~13:50)(14:00~14:50)(15:00~15:50)(16:00~16:50)(17:00~17:50),수(09:00~09:50)(10:00~10:50)(11:00~11:50)(12:00~12:50)(13:00~13:50)(14:00~14:50)(15:00~15:50)(16:00~16:50)(17:00~17:50),목(09:00~09:50)(10:00~10:50)(11:00~11:50)(12:00~12:50)(13:00~13:50)(14:00~14:50)(15:00~15:50)(16:00~16:50)(17:00~17:50),금(09:00~09:50)(10:00~10:50)(11:00~11:50)(12:00~12:50)(13:00~13:50)(14:00~14:50)(15:00~15:50)(16:00~16:50)(17:00~17:50)]",50분(표준),12,40,0,40,2,2,2,0,0,현장실습,실험실습,일반(1~15주),이수인정,N,비대상,미지급,아니오,,,
509,2026년 1학기,공과대학,기계공학과,전학년,전공심화,전공심화,0009062021,RISE,RISE,전태성,기계공학과,,,,50분(표준),3,3,3,0,4,4,3,1,0,일반과목,RISE(시간표 없음),일반(1~15주),이수인정,N,비대상,미지급,아니오,,,
510,2026년 1학기,공과대학,기계공학과,전학년,전공심화,전공심화,0009062022,RISE,RISE,구상모,기계공학과,,,,50분(표준),3,3,3,0,2,2,2,0,0,일반과목,RISE(시간표 없음),일반(1~15주),이수인정,N,비대상,미지급,아니오,,,
511,2026년 1학기,공과대학,기계공학과,전학년,전공심화,전공심화,0009062023,RISE,RISE,김태우,기계공학과,,,,50분(표준),3,3,3,0,4,4,3,1,0,일반과목,RISE(시간표 없음),일반(1~15주),이수인정,N,비대상,미지급,아니오,,,
512,2026년 1학기,공과대학,기계공학과,전학년,전공심화,전공심화,0009062024,RISE,RISE,이태선,기계공학과,,,,50분(표준),3,3,3,0,3,3,3,0,0,일반과목,RISE(시간표 없음),일반(1~15주),이수인정,N,비대상,미지급,아니오,,,
513,2026년 1학기,공과대학,기계공학과,전학년,전공심화,전공심화,0009062025,RISE,RISE,방민호,기계공학과,,,,50분(표준),3,3,3,0,3,3,3,0,0,일반과목,RISE(시간표 없음),일반(1~15주),이수인정,N,비대상,미지급,아니오,,,
514,2026년 1학기,공과대학,기계공학과,1,기초교양,기초과학ㆍ공학,XAA1077003,물리(1),PHYSICS(1),김말진,물리학과,제8호관 공과대학·도시과학대학-515 세미나실(대)[08-515], [08-515:월(1-2A)(2B-3)], [08-515:월(09:00~10:15)(10:30~11:45)],75분,3,3,3,0,50,49,42,7,7,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
515,2026년 1학기,공과대학,기계공학과,1,기초교양,기초과학ㆍ공학,XAA1077004,물리(1),PHYSICS(1),이영희,물리학과,제8호관 공과대학·도시과학대학-482 강의실(소)-4  [08-482], [08-482:월(7-8A)(8B-9)], [08-482:월(15:00~16:15)(16:30~17:45)],75분,3,3,3,0,40,39,32,7,1,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
516,2026년 1학기,공과대학,기계공학과,1,기초교양,기초과학ㆍ공학,XAA1077005,물리(1),PHYSICS(1),김말진,물리학과,제8호관 공과대학·도시과학대학-272 강의실[08-272], [08-272:월(7-8A)(8B-9)], [08-272:월(15:00~16:15)(16:30~17:45)],75분,3,3,3,0,44,44,36,8,2,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
517,2026년 1학기,공과대학,기계공학과,1,기초교양,기초과학ㆍ공학,XAA1077006,물리(1),PHYSICS(1),유상구,물리학과,제8호관 공과대학·도시과학대학-416 강의실(소)-5[08-416], [08-416:월(7-8A)(8B-9)], [08-416:월(15:00~16:15)(16:30~17:45)],75분,3,3,3,0,40,40,29,11,1,일반과목,강의(이론),일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
518,2026년 1학기,공과대학,기계공학과,1,기초교양,기초과학ㆍ공학,XAA1080001,물리실험(1),PHYSICS LABORATORY(1),김병훈,물리학과,제5호관 자연과학대학·생명과학기술대학-109 일반물리실험실[05-109], [05-109:월(5)(6)], [05-109:월(13:00~13:50)(14:00~14:50)],50분(표준),1,2,0,2,24,24,17,7,0,일반과목,실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
519,2026년 1학기,공과대학,기계공학과,1,기초교양,기초과학ㆍ공학,XAA1080002,물리실험(1),PHYSICS LABORATORY(1),함효식,물리학과,제5호관 자연과학대학·생명과학기술대학-112 공통물리실험실-1[05-112], [05-112:월(5)(6)], [05-112:월(13:00~13:50)(14:00~14:50)],50분(표준),1,2,0,2,20,20,15,5,0,일반과목,실험실습,일반(1~15주),상대평가,N,비대상,미지급,아니오,,,
